Time_stamp,Original_load_kw,Net_load_w_ESS_kw,ESS_injection_kw
2017-01-06T093000,250.2093613,272.14855,21.93918869
2017-01-06T094500,249.3412546,270.9830293,21.64177474
2017-01-06T100000,255.6365151,277.2200568,21.58354175
2017-01-06T101500,241.761394,263.4196695,21.65827545
2017-01-06T103000,243.13668,264.6770232,21.54034316
2017-01-06T104500,232.6030477,254.0932195,21.49017182
2017-01-06T110000,238.196564,259.176181,20.97961703
2017-01-06T111500,233.6,254.7102433,21.11024326
2017-01-06T113000,246.4,267.1085223,20.70852226
2017-01-06T114500,240,261.0330343,21.0330343
2017-01-06T120000,241.6,261.9701846,20.37018465
2017-01-06T121500,236.8,257.4603133,20.66031332
2017-01-06T123000,238.4,258.6656698,20.26566982
2017-01-06T124500,236.8,256.9977385,20.19773847
2017-01-06T130000,260.8,280.8159672,20.01596716
2017-01-06T131500,267.2,284.9774123,17.77741234
2017-01-06T133000,265.6,282.89012,17.29011996
2017-01-06T134500,270.4,287.8942346,17.49423464
2017-01-06T140000,267.2,284.0897419,16.88974194
2017-01-06T141500,270.4,279.4463388,9.046338808
2017-01-06T143000,268.8,276.9098711,8.109871085
2017-01-06T144500,286.4,295.7112813,9.311281311
2017-01-06T150000,272,277.3607477,5.360747736
2017-01-06T151500,280,283.0213105,3.021310473
2017-01-06T153000,283.2,283.2,0
2017-01-06T154500,284.8,283.100906,-1.699093964
2017-01-06T160000,280,278.7557249,-1.24427507
2017-01-06T161500,280,280,0
2017-01-06T163000,281.6,280.5265904,-1.073409584
2017-01-06T164500,291.4006313,288.2674,-3.13323131
2017-01-06T170000,280,274.644221,-5.355779037
2017-01-06T171500,288.1649481,285.8981342,-2.266813934
2017-01-06T173000,291.6074672,284.1917781,-7.415689131
2017-01-06T174500,296.4194298,286.3898692,-10.02956063
2017-01-06T180000,291.3021715,280.5877858,-10.71438566
2017-01-06T181500,288,280.6158843,-7.384115679
2017-01-06T183000,288.5497666,282.1802851,-6.36948155
2017-01-06T184500,292.9186038,286.5649184,-6.35368539
2017-01-06T190000,295.9318543,288.5078346,-7.424019651
2017-01-06T191500,296,289.282272,-6.717727981
2017-01-06T193000,283.7444966,271.8543435,-11.89015309
2017-01-06T194500,297.8552505,289.9661438,-7.889106687
2017-01-06T200000,286.9747758,291.5199877,4.545211868
2017-01-06T201500,283.2,282.3046665,-0.895333531
2017-01-06T203000,286.4100245,276.4006855,-10.00933896
2017-01-06T204500,291.2220434,282.4098136,-8.812229775
2017-01-06T210000,297.7730947,290.5943163,-7.178778392
2017-01-06T211500,294.595952,284.2352928,-10.3606592
2017-01-06T213000,310.0225357,292.2111011,-17.81143462
2017-01-06T214500,309.2851003,288.3901821,-20.89491819
2017-01-06T220000,309.2016676,288.3736512,-20.82801637
2017-01-06T221500,309.9451453,292.8725955,-17.07254979
2017-01-06T223000,308.6254299,292.2891225,-16.33630739
2017-01-06T224500,317.9471606,299.4134024,-18.53375824
2017-01-06T230000,295.460034,277.5696911,-17.89034292
2017-01-06T231500,296.6516828,285.1392781,-11.51240466
2017-01-06T233000,311.6958759,299.8208175,-11.87505839
2017-01-06T234500,303.248493,284.5637538,-18.68473923
2017-01-07T000000,290.0877443,276.7494171,-13.33832721
2017-01-07T001500,295.0087979,286.8064755,-8.202322406
2017-01-07T003000,300.7598396,290.1730564,-10.58678322
2017-01-07T004500,298.8364216,283.4923665,-15.34405509
2017-01-07T010000,295.1777858,280.8067298,-14.37105603
2017-01-07T011500,293.893018,284.9025074,-8.990510623
2017-01-07T013000,283.2,276.3530073,-6.846992679
2017-01-07T014500,294.7526849,287.9280156,-6.824669258
2017-01-07T020000,278.3951505,274.2743659,-4.120784553
2017-01-07T021500,275.7255284,270.3368248,-5.388703557
2017-01-07T023000,283.2,278.0169793,-5.183020666
2017-01-07T024500,286.4,281.801672,-4.598327986
2017-01-07T030000,272,272.0934859,0.09348588
2017-01-07T031500,270.4,271.9591912,1.559191153
2017-01-07T033000,283.2,287.2643016,4.064301556
2017-01-07T034500,278.4,279.7246638,1.324663754
2017-01-07T040000,276.8,283.3206495,6.520649491
2017-01-07T041500,272,282.94143,10.94142996
2017-01-07T043000,267.2,275.5831049,8.383104931
2017-01-07T044500,265.6,270.239199,4.639198982
2017-01-07T050000,252.8,256.6898821,3.889882119
2017-01-07T051500,257.6,260.4736784,2.873678396
2017-01-07T053000,256,256,0
2017-01-07T054500,262.4,262.4,0
2017-01-07T060000,256,256,0
2017-01-07T061500,257.6,257.6,0
2017-01-07T063000,256,252.4995531,-3.500446891
2017-01-07T064500,251.2,247.6250075,-3.574992461
2017-01-07T070000,246.4,242.9320949,-3.467905115
2017-01-07T071500,245.7755839,241.9036368,-3.871947127
2017-01-07T073000,280.3173676,275.4114266,-4.905940974
2017-01-07T074500,285.7584927,281.5810666,-4.177426144
2017-01-07T080000,288,280.480443,-7.519557041
2017-01-07T081500,289.6,282.2218365,-7.378163522
2017-01-07T083000,267.2,282.9525316,15.75253157
2017-01-07T084500,255.9207866,272.667091,16.74630444
2017-01-07T090000,235.1837714,251.8685869,16.68481554
2017-01-07T091500,234.8176272,251.414637,16.59700977
2017-01-07T093000,240.9625191,257.4364071,16.47388796
2017-01-07T094500,231.5612007,247.9679824,16.40678171
2017-01-07T100000,232.9164947,249.1355691,16.21907439
2017-01-07T101500,225.4415555,241.5551081,16.11355257
2017-01-07T103000,226.0462275,242.0445783,15.9983508
2017-01-07T104500,228.6319833,244.5094098,15.87742652
2017-01-07T110000,223.964277,239.7956291,15.83135209
2017-01-07T111500,222.4,238.1148775,15.71487753
2017-01-07T113000,220.8,236.195328,15.39532801
2017-01-07T114500,225.6,240.5541163,14.95411634
2017-01-07T120000,227.2,241.9751626,14.77516259
2017-01-07T121500,217.6,232.3889271,14.7889271
2017-01-07T123000,217.6,231.762524,14.16252397
2017-01-07T124500,220.8,234.7457603,13.94576031
2017-01-07T130000,244.8,258.30303,13.50303002
2017-01-07T131500,252.8,266.7183487,13.91834866
2017-01-07T133000,244.8,258.7703065,13.97030648
2017-01-07T134500,252.8,265.9856581,13.18565807
2017-01-07T140000,248,260.8940798,12.89407983
2017-01-07T141500,249.6,262.3972602,12.79726019
2017-01-07T143000,250.6708013,263.6289376,12.9581363
2017-01-07T144500,264.3138228,276.5819362,12.26811342
2017-01-07T150000,250.4506812,261.9601981,11.50951685
2017-01-07T151500,251.2,259.568034,8.368033997
2017-01-07T153000,267.2,275.680463,8.480462984
2017-01-07T154500,268.8,276.952163,8.152162972
2017-01-07T160000,273.6,280.5647182,6.964718199
2017-01-07T161500,268.8,272.3140996,3.514099625
2017-01-07T163000,278.4,280.9596731,2.559673082
2017-01-07T164500,275.2,277.4822338,2.282233752
2017-01-07T170000,280,282.3506963,2.350696327
2017-01-07T171500,275.2,276.2992351,1.09923514
2017-01-07T173000,280,281.2771281,1.277128135
2017-01-07T174500,286.4,287.6264608,1.226460846
2017-01-07T180000,281.6,282.5961552,0.996155214
2017-01-07T181500,288,288,0
2017-01-07T183000,288,286.9658899,-1.034110118
2017-01-07T184500,294.4994736,292.8915176,-1.607955983
2017-01-07T190000,294.4624488,289.3417261,-5.120722673
2017-01-07T191500,289.6,286.8849421,-2.715057913
2017-01-07T193000,289.6,285.7920936,-3.807906385
2017-01-07T194500,299.2,293.7437265,-5.456273488
2017-01-07T200000,281.6640511,279.8900964,-1.773954701
2017-01-07T201500,276.8,271.6803066,-5.119693429
2017-01-07T203000,294.4,288.8354878,-5.564512163
2017-01-07T204500,304.2114397,293.8144088,-10.3970309
2017-01-07T210000,304.1948759,292.9044876,-11.29038826
2017-01-07T211500,302.6959505,285.6992033,-16.9967472
2017-01-07T213000,315.8202095,297.6317976,-18.18841193
2017-01-07T214500,309.6987883,288.1089888,-21.58979949
2017-01-07T220000,317.8558179,298.0432245,-19.81259335
2017-01-07T221500,311.6607543,291.3607006,-20.30005372
2017-01-07T223000,314.7207624,296.1339959,-18.58676648
2017-01-07T224500,318.3435268,295.6226095,-22.72091726
2017-01-07T230000,298.6165291,282.1610667,-16.45546237
2017-01-07T231500,307.4151267,297.076681,-10.33844572
2017-01-07T233000,310.1786891,293.714345,-16.46434412
2017-01-07T234500,308.7296167,290.824034,-17.90558274
